"VALUE_TYPE","VALUE_CODE","VALUE_DESCRIPTION"
"PRIMACY_AGENCY_CODE","TN","Tennessee"
"PRIMACY_AGENCY_CODE","TX","Texas"
"PRIMACY_AGENCY_CODE","UT","Utah"
"PRIMACY_AGENCY_CODE","VA","Virginia"
"PRIMACY_AGENCY_CODE","VI","US Virgin Islands"
"CONTAMINANT_CODE","2071","PARA-PARA DDD"
"CONTAMINANT_CODE","2072","Endosulfan II"
"CONTAMINANT_CODE","2073","Phosdrin"
"CONTAMINANT_CODE","2074","Endosulfan sulfate"
"CONTAMINANT_CODE","4336","74-TUNGSTEN-181"
"CONTAMINANT_CODE","0200","Surface Water Treatment Rule"
"CONTAMINANT_CODE","0300","Interim Enhanced Surface Water Treatment Rule"
"CONTAMINANT_CODE","0400","Stage 1 Disinfectants and Disinfection Byproducts Rule"
"CONTAMINANT_CODE","0500","Filter Backwash Rule"
"CONTAMINANT_CODE","0600","Stage 2 Disinfectants and Disinfection Byproducts Rule"
"CONTAMINANT_CODE","0700","Groundwater Rule"
"CONTAMINANT_CODE","0800","Long Term 2 Enhanced Surface Water Treatment Rule"
"CONTAMINANT_CODE","0999","Chlorine"
"CONTAMINANT_CODE","1***","ALL NIPDWR INORGANIC CONTAMINANTS"
"CONTAMINANT_CODE","1000","Total Chlorine"
"CONTAMINANT_CODE","1001","Combined Chlorine"
"CONTAMINANT_CODE","1002","Aluminum"
"CONTAMINANT_CODE","1003","Nitrogen-Ammonia as (N)"
"CONTAMINANT_CODE","1004","Bromide"
"CONTAMINANT_CODE","1005","Arsenic"
"VIOLATION_CATEGORY_CODE","TT","Treatment Technique Violation"
"VIOLATION_CATEGORY_CODE","MRDL","Maximum Residual Disinfectant Level"
"VIOLATION_CATEGORY_CODE","Other","Other Violation"
"VIOLATION_CATEGORY_CODE","MCL","Maximum Contaminant Level Violation"
"VIOLATION_CATEGORY_CODE","MR","Monitoring and Reporting"
"VIOLATION_CODE","01","Maximum Contaminant Level Violation, Single Sample"
"VIOLATION_CODE","02","Maximum Contaminant Level Violation, Average"
"VIOLATION_CODE","03","Monitoring, Regular"
"VIOLATION_CODE","04","Monitoring, Check/Repeat/Confirmation"
"VIOLATION_CODE","05","Notification, State"
"VIOLATION_CODE","06","Notification, Public"
"VIOLATION_CODE","07","Treatment Techniques"
"VIOLATION_CODE","08","Variance/Exemption/Other Compliance"
"VIOLATION_CODE","09","Record Keeping"
"VIOLATION_CODE","10","Operations Report"
"VIOLATION_CODE","11","Non-Acute MRDL"
"VIOLATION_CODE","12","Treatment Technique No Certif. Operator"
"VIOLATION_CODE","13","Acute Maximum Residual Disinfectant Level"
"VIOLATION_CODE","19","Failure to Conduct Assessment Monitoring"
"VIOLATION_CODE","20","Failure to Consult with State"
"VIOLATION_CODE","21","Maximum Contaminant Level Violation, Acute (TCR)"
"VIOLATION_CODE","22","Maximum Contaminant Level Violation, Monthly (TCR)"
"VIOLATION_CODE","23","Monitoring, Routine Major (TCR)"
"VIOLATION_CODE","24","Monitoring, Routine Minor (TCR)"
"VIOLATION_CODE","25","Monitoring, Repeat Major (TCR)"
"VIOLATION_CODE","26","Monitoring, Repeat Minor (TCR)"
"VIOLATION_CODE","27","Monitoring and Reporting (DBP)"
"VIOLATION_CODE","28","Sanitary Survey (TCR)"
"VIOLATION_CODE","29","Failure Submit Filter Profile/CPE Report"
"VIOLATION_CODE","30","Monitoring, Routine (IDSE)"
"VIOLATION_CODE","31","Monitoring of Treatment (SWTR-Unfilt/GWR)"
"VIOLATION_CODE","32","Monitoring, Source Water (LT2)"
"VIOLATION_CODE","33","Failure Submit Treatment Requirement Rpt"
"VIOLATION_CODE","34","Monitoring, Source Water (GWR)"
"VIOLATION_CODE","35","Failure Submit IDSE/Subpart V Plan Rpt"
"VIOLATION_CODE","36","Monitoring of Treatment (SWTR-Filter)"
"VIOLATION_CODE","37","Treatment Tech. No Prior State Approval"
"VIOLATION_CODE","38","Monitoring, Turbidity (Enhanced SWTR)"
"VIOLATION_CODE","39","Monitoring and Reporting (FBRR)"
"VIOLATION_CODE","40","Treatment Technique (FBRR)"
"VIOLATION_CODE","41","Treatment Technique (SWTR and GWR)"
"VIOLATION_CODE","42","Failure to Filter (SWTR)"
"VIOLATION_CODE","43","Single Turbidity Exceed (Enhanced SWTR)"
"VIOLATION_CODE","44","Monthly Turbidity Exceed (Enhanced SWTR)"
"VIOLATION_CODE","45","Failure To Address Deficiency"
"VIOLATION_CODE","46","Treatment Technique Precursor Removal"
"VIOLATION_CODE","47","Treatment Technique Uncovered Reservoir"
"VIOLATION_CODE","48","Failure To Address Contamination"
"VIOLATION_CODE","51","Initial Tap Sampling for Pb and Cu"
"VIOLATION_CODE","52","Follow-up Or Routine LCR Tap M/R"
"VIOLATION_CODE","53","Water Quality Parameter M/R"
"VIOLATION_CODE","56","Initial, Follow-up, or Routine Source Water M/R"
"VIOLATION_CODE","57","OCCT/SOWT Study/Recommendation"
"VIOLATION_CODE","58","OCCT/SOWT Treatment Installation/Demonstration"
"VIOLATION_CODE","59","WQP Entry Point/Tap Treatment Technique Non-Compliance"
"VIOLATION_CODE","63","MPL Non-Compliance"
"VIOLATION_CODE","64","Lead Service Line Replacement (LSLR)"
"VIOLATION_CODE","65","Public Education"
"VIOLATION_CODE","66","Lead Consumer Notice"
"VIOLATION_CODE","71","Consumer Confidence Report Complete Failure to Report"
"VIOLATION_CODE","72","Consumer Confidence Report Inadequate Reporting"
"VIOLATION_CODE","73","Failure to Notify Other PWS"
"VIOLATION_CODE","75","Public Notification Violation for NPDWR Violation"
"VIOLATION_CODE","76","Public Notification Violation without NPDWR Violation"
"CONTAMINANT_CODE","0100","Turbidity"
"CONTAMINANT_CODE","1006","Chloramine"
"CONTAMINANT_CODE","1007","Chlorate"
"CONTAMINANT_CODE","1008","Chlorine dioxide"
"CONTAMINANT_CODE","1009","Chlorite"
"CONTAMINANT_CODE","1010","Barium"
"CONTAMINANT_CODE","1011","Bromate"
"CONTAMINANT_CODE","1012","Residual Chlorine"
"CONTAMINANT_CODE","1013","Free Residual Chlorine"
"CONTAMINANT_CODE","1014","Ozone Residual"
"CONTAMINANT_CODE","1015","Cadmium"
"CONTAMINANT_CODE","2383","Total Polychlorinated Biphenyls (PCB)"
"CONTAMINANT_CODE","2384","DECACHLOROBIPHENYL"
"CONTAMINANT_CODE","2388","Aroclor 1016"
"CONTAMINANT_CODE","2390","Aroclor 1221"
"VISIT_REASON_CODE","CMPA","Compliance Assistance"
"VISIT_REASON_CODE","CNST","Construction Inspection"
"VISIT_REASON_CODE","CPEV","Comprehensive Performance Evaluation (CPE)"
"VISIT_REASON_CODE","EMRG","Emergency Assistance"
"VISIT_REASON_CODE","ENGR","Engineering Determination/Advice/Plan Review"
"VISIT_REASON_CODE","FENF","Formal Enforcement"
"VISIT_REASON_CODE","FUFE","Follow-up to Formal Enforcement"
"VISIT_REASON_CODE","IENF","Informal Enforcement"
"VISIT_REASON_CODE","INFI","Informal System Inspection"
"VISIT_REASON_CODE","INVG","Investigation (Complaint/Violation/etc.)"
"VISIT_REASON_CODE","LABC","Laboratory Certification"
"VISIT_REASON_CODE","LABI","Laboratory Inspection"
"VISIT_REASON_CODE","LOCD","Locational Data Collection"
"VISIT_REASON_CODE","NEED","Needs Survey"
"VISIT_REASON_CODE","OM","Operation and Maintenance"
"VISIT_REASON_CODE","OTHR","Other"
"VISIT_REASON_CODE","PRMT","Permit (Qualification/Review/Compliance)"
"VISIT_REASON_CODE","PUBH","Public Hearing"
"VISIT_REASON_CODE","RCDR","Record Review"
"VISIT_REASON_CODE","RSCH","Regularly Scheduled"
"VISIT_REASON_CODE","SHAZ","Sanitary Hazards Investigation"
"VISIT_REASON_CODE","SITE","Site Inspection"
"VISIT_REASON_CODE","SMPL","Sample Collection"
"VISIT_REASON_CODE","SNSP","Sanitary Survey, Partial"
"VISIT_REASON_CODE","SNSV","Sanitary Survey, Complete"
"VISIT_REASON_CODE","SRCE","Source Water Inspection"
"VISIT_REASON_CODE","SRF","State Revolving Fund"
"VISIT_REASON_CODE","SSVF","Sanitary Survey Follow-up"
"VISIT_REASON_CODE","TECH","Technical Assistance (Non-Specific)"
"VISIT_REASON_CODE","TRNG","Training"
"RULE_FAMILY_CODE","110","Total Coliform Rules"
"VISIT_REASON_CODE","TRTP","Water Treatment Plant Site Visit"
"VISIT_REASON_CODE","VAEX","Variance/Exemption related"
"VISIT_REASON_CODE","WHPP","Wellhead Protection Program"
"VISIT_REASON_CODE","WSHD","Watershed Evaluation"
"VISIT_REASON_CODE","XCON","Cross Connection Inspection/Investigation"
"WATER_TYPE_CODE","GW","Ground water"
"WATER_TYPE_CODE","SW","Surface water"
"WATER_TYPE_CODE","GU","Ground water under the influence of surface water"
"CONTAMINANT_CODE","1016","Calcium"
"CONTAMINANT_CODE","1017","Chloride"
"CONTAMINANT_CODE","1018","Carbon, Total"
"CONTAMINANT_CODE","1019","CALCIUM"
"CONTAMINANT_CODE","1020","Chromium"
"ACTIVITY_CODE","A","Active"
"ACTIVITY_CODE","I","Inactive"
"ACTIVITY_CODE","N","Changed from public to non-public"
"ACTIVITY_CODE","M","Merged with another system"
"ACTIVITY_CODE","P","Potential future system to be regulated"
"AREA_TYPE_CODE","NULL","Unknown Area Type"
"AREA_TYPE_CODE","TR","Tribal"
"AREA_TYPE_CODE","CN","County"
"AREA_TYPE_CODE","ZC","Zip Code"
"AREA_TYPE_CODE","CT","City"
"AREA_TYPE_CODE","IR","Indian Reservation"
"AVAILABILITY_CODE","E","Emergency"
"AVAILABILITY_CODE","I","Interim"
"AVAILABILITY_CODE","P","Permanent"
"AVAILABILITY_CODE","O","Other"
"AVAILABILITY_CODE","S","Seasonal"
"AVAILABILITY_CODE","U","Unknown"
"COMPLIANCE_STATUS_CODE","I","System Inactive"
"COMPLIANCE_STATUS_CODE","K","Known"
"COMPLIANCE_STATUS_CODE","R","Returned to Compliance"
"COMPLIANCE_STATUS_CODE","O","Open"
"COORDINATE_SOURCE_CODE","001","ALABAMA"
"COORDINATE_SOURCE_CODE","002","ALASKA"
"COORDINATE_SOURCE_CODE","004","ARIZONA"
"COORDINATE_SOURCE_CODE","005","ARKANSAS"
"COORDINATE_SOURCE_CODE","006","CALIFORNIA"
"COORDINATE_SOURCE_CODE","008","COLORADO"
"COORDINATE_SOURCE_CODE","009","CONNECTICUT"
"COORDINATE_SOURCE_CODE","010","DELAWARE"
"COORDINATE_SOURCE_CODE","011","DISTRICT OF COLUMBIA"
"COORDINATE_SOURCE_CODE","012","FLORIDA"
"COORDINATE_SOURCE_CODE","013","GEORGIA"
"COORDINATE_SOURCE_CODE","015","HAWAII"
"COORDINATE_SOURCE_CODE","016","IDAHO"
"COORDINATE_SOURCE_CODE","017","ILLINOIS"
"COORDINATE_SOURCE_CODE","018","INDIANA"
"COORDINATE_SOURCE_CODE","019","IOWA"
"COORDINATE_SOURCE_CODE","020","KANSAS"
"COORDINATE_SOURCE_CODE","021","KENTUCKY"
"REFERENCE_POINT_CODE","105","Point where substance is processed, treated, settled, or stored"
"REFERENCE_POINT_CODE","106","Point where a substance is released"
"REFERENCE_POINT_CODE","107","Point where a substance is monitored."
"REFERENCE_POINT_CODE","108","Points not represented by 101-107. Point where a substance is monitored."
"RESULT_SIGN_CODE","L","Less than, meaning below minimum detection limits"
"RESULT_SIGN_CODE","E","Equal to, meaning exactly equal to the value reported"
"SELLER_TREATMENT_CODE","F","Filtered"
"SELLER_TREATMENT_CODE","G","Treated by seller including 4-log for the Ground Water Rule"
"SELLER_TREATMENT_CODE","Y","Partially treated by seller"
"SELLER_TREATMENT_CODE","N","Not treated"
"SELLER_TREATMENT_CODE","U","Unknown"
"SERVICE_AREA_TYPE_CODE","DC","Daycare Center"
"SERVICE_AREA_TYPE_CODE","DI","Dispenser"
"SERVICE_AREA_TYPE_CODE","HA","Homeowners Association"
"SERVICE_AREA_TYPE_CODE","HM","Hotel/Motel"
"SERVICE_AREA_TYPE_CODE","HR","Highway Rest Area"
"SERVICE_AREA_TYPE_CODE","IA","Industrial/Agricultural"
"SERVICE_AREA_TYPE_CODE","IC","Interstate Carrier"
"SERVICE_AREA_TYPE_CODE","IN","Institution"
"SERVICE_AREA_TYPE_CODE","MF","Medical Facility"
"SERVICE_AREA_TYPE_CODE","MH","Mobile Home Park"
"SERVICE_AREA_TYPE_CODE","MP","Mobile Home Park - Principal Residence"
"SERVICE_AREA_TYPE_CODE","MU","Municipality"
"SERVICE_AREA_TYPE_CODE","OA","Other Area"
"SERVICE_AREA_TYPE_CODE","ON","Other Non-transient Area"
"SERVICE_AREA_TYPE_CODE","OR","Other Residential"
"SERVICE_AREA_TYPE_CODE","OT","Other Transient Area"
"SERVICE_AREA_TYPE_CODE","PA","Recreation Area"
"SERVICE_AREA_TYPE_CODE","RA","Residential Area"
"SERVICE_AREA_TYPE_CODE","RE","Retail Employees"
"SERVICE_AREA_TYPE_CODE","RS","Restaurant"
"SERVICE_AREA_TYPE_CODE","SC","School"
"SERVICE_AREA_TYPE_CODE","SI","Sanitary Improvement District"
"SERVICE_AREA_TYPE_CODE","SK","Summer Camp"
"SERVICE_AREA_TYPE_CODE","SR","Secondary Residences"
"SERVICE_AREA_TYPE_CODE","SS","Service Station"
"SERVICE_AREA_TYPE_CODE","SU","Subdivision"
"SERVICE_AREA_TYPE_CODE","WB","Water Bottler"
"SERVICE_AREA_TYPE_CODE","WH","Wholesaler of Water"
"SITE_VISIT_EVAL_TYPE_CODE","M","Minor deficiencies."
"SITE_VISIT_EVAL_TYPE_CODE","N","No deficiencies or recommendations."
"SITE_VISIT_EVAL_TYPE_CODE","R","Recommendations made."
"SITE_VISIT_EVAL_TYPE_CODE","S","Significant deficiencies."
"SITE_VISIT_EVAL_TYPE_CODE","X","Not evaluated."
"SITE_VISIT_EVAL_TYPE_CODE","Z","Not Applicable"
"SOURCE_MAP_SCALE_CODE","1",">= 1:500"
"SOURCE_MAP_SCALE_CODE","2","BETWEEN 1:500 AND 1:5,000"
"SOURCE_MAP_SCALE_CODE","3","BETWEEN 1:5,000 AND 1:10,000"
"SOURCE_MAP_SCALE_CODE","4","BETWEEN 1:10,000 AND 1:15,000"
"SOURCE_MAP_SCALE_CODE","5","BETWEEN 1:15000 AND 1:20,000"
"SOURCE_MAP_SCALE_CODE","6","BETWEEN 1:20,000 AND 1:25,000"
"SOURCE_MAP_SCALE_CODE","7","BETWEEN 1:25,000 AND 1:50,000"
"SOURCE_MAP_SCALE_CODE","8","BETWEEN 1:50,000 AND 1:100,000"
"SOURCE_MAP_SCALE_CODE","9","<1:100,000"
"SOURCE_MAP_SCALE_CODE","A","1:10,000"
"SOURCE_MAP_SCALE_CODE","B","1:12,000"
"SOURCE_MAP_SCALE_CODE","C","1:15,840"
"SOURCE_MAP_SCALE_CODE","D","1:20,000"
"SOURCE_MAP_SCALE_CODE","E","1:24,000"
"SOURCE_MAP_SCALE_CODE","F","1:25,000"
"SOURCE_MAP_SCALE_CODE","G","1:50,000"
"SOURCE_MAP_SCALE_CODE","H","1:62,500"
"SOURCE_MAP_SCALE_CODE","I","1:63,360"
"SOURCE_MAP_SCALE_CODE","J","1:100,000"
"SOURCE_MAP_SCALE_CODE","K","1:125,000"
"SOURCE_MAP_SCALE_CODE","L","1:250,000"
"SOURCE_MAP_SCALE_CODE","M","1:500,000"
"SOURCE_MAP_SCALE_CODE","NA","SCALE NOT APPLICABLE TO COLLECTION METHOD"
"SOURCE_MAP_SCALE_CODE","U","Unknown"
"SUBMISSION_STATUS_CODE","Y","Reported and accepted"
"SUBMISSION_STATUS_CODE","U","Unreported"
"SUBMISSION_STATUS_CODE","R","Reported, but rejected"
"TREATMENT_OBJECTIVE_CODE","B","Disinfection by-products control"
"TREATMENT_OBJECTIVE_CODE","C","Corrosion control"
"TREATMENT_OBJECTIVE_CODE","D","Disinfection"
"TREATMENT_OBJECTIVE_CODE","E","De-chlorination"
"TREATMENT_OBJECTIVE_CODE","F","Iron removal"
"TREATMENT_OBJECTIVE_CODE","I","Inorganics removal"
"TREATMENT_OBJECTIVE_CODE","M","Manganese removal"
"TREATMENT_OBJECTIVE_CODE","O","Organics removal"
"TREATMENT_OBJECTIVE_CODE","P","Particulate removal"
"TREATMENT_OBJECTIVE_CODE","R","Radionuclides removal"
"TREATMENT_OBJECTIVE_CODE","S","Softening (hardness removal)"
"TREATMENT_OBJECTIVE_CODE","T","Taste / odor control"
"TREATMENT_OBJECTIVE_CODE","Z","Other"
"TREATMENT_PROCESS_CODE","100","Activated Alumina"
"TREATMENT_PROCESS_CODE","121","Activated Carbon, Granular"
"TREATMENT_PROCESS_CODE","125","Activated Carbon, Powdered"
"TREATMENT_PROCESS_CODE","141","Aeration, Cascade"
"TREATMENT_PROCESS_CODE","143","Aeration, Diffused"
"TREATMENT_PROCESS_CODE","145","Aeration, Packed Tower"
"TREATMENT_PROCESS_CODE","147","Aeration, Slat Tray"
"TREATMENT_PROCESS_CODE","149","Aeration, Spray"
"TREATMENT_PROCESS_CODE","160","Algae Control"
"TREATMENT_PROCESS_CODE","180","Bone Char"
"TREATMENT_PROCESS_CODE","190","Brominization (Special Use)"
"TREATMENT_PROCESS_CODE","200","Chloramines"
"TREATMENT_PROCESS_CODE","220","Chlorine Dioxide"
"TREATMENT_PROCESS_CODE","240","Coagulation"
"TREATMENT_PROCESS_CODE","300","Distillation"
"TREATMENT_PROCESS_CODE","320","Electrodialysis"
"TREATMENT_PROCESS_CODE","341","Filtration, Cartridge"
"TREATMENT_PROCESS_CODE","342","Filtration, Diatomaceous Earth"
"TREATMENT_PROCESS_CODE","344","Filtration, Pressure Sand"
"TREATMENT_PROCESS_CODE","345","Filtration, Rapid Sand"
"TREATMENT_PROCESS_CODE","346","Filtration, Slow Sand"
"TREATMENT_PROCESS_CODE","347","Filtration, Ultrafiltration"
"TREATMENT_PROCESS_CODE","348","Filtered"
"TREATMENT_PROCESS_CODE","360","Flocculation"
"TREATMENT_PROCESS_CODE","361","4-Log Treatment of Viruses"
"TREATMENT_PROCESS_CODE","362","3-Log Remove/Inactivate G Lamblia"
"TREATMENT_PROCESS_CODE","363","4-Log Remove/Inactivate Viruses"
"TREATMENT_PROCESS_CODE","364","2-Log Remove Crypto"
"TREATMENT_PROCESS_CODE","365","1-Log Treatment of Crypto"
"TREATMENT_PROCESS_CODE","366","1.5-Log Treatment of Crypto"
"TREATMENT_PROCESS_CODE","367","2-Log Treatment of Crypto"
"TREATMENT_PROCESS_CODE","368","2.5-Log Treatment of Crypto"
"TREATMENT_PROCESS_CODE","369","3-Log Treatment of Crypto"
"TREATMENT_PROCESS_CODE","370","4-L:og Remove/Inactivate Crypto"
"TREATMENT_PROCESS_CODE","371","5.0-Log Remove/Inactivate Crypto"
"TREATMENT_PROCESS_CODE","372","5.5-Log Remove/Inactivate Crypto"
"TREATMENT_PROCESS_CODE","380","Fluoridation"
"TREATMENT_PROCESS_CODE","401","Gaseous Chlorination, Post"
"TREATMENT_PROCESS_CODE","403","Gaseous Chlorination, Pre"
"TREATMENT_PROCESS_CODE","421","Hypochlorination, Post"
"TREATMENT_PROCESS_CODE","423","Hypochlorination, Pre"
"TREATMENT_PROCESS_CODE","441","Inhibitor, Bimetallic Phospate"
"TREATMENT_PROCESS_CODE","443","Inhibitor, Hexametaphosphate"
"TREATMENT_PROCESS_CODE","445","Inhibitor, Orthophosphate"
"TREATMENT_PROCESS_CODE","447","Inhibitor, Polyphosphate"
"TREATMENT_PROCESS_CODE","449","Inhibitor, Silicate"
"TREATMENT_PROCESS_CODE","455","Iodine"
"TREATMENT_PROCESS_CODE","460","Ion Exchange"
"TREATMENT_PROCESS_CODE","461","Chlorination (FRDS-1.5)"
"TREATMENT_PROCESS_CODE","473","Converted (FRDS-1.5)"
"TREATMENT_PROCESS_CODE","500","Lime - Soda Ash Addition"
"TREATMENT_PROCESS_CODE","520","Microscreening"
"COORDINATE_SOURCE_CODE","022","LOUISIANA"
"COORDINATE_SOURCE_CODE","023","MAINE"
"COORDINATE_SOURCE_CODE","024","MARYLAND"
"COORDINATE_SOURCE_CODE","025","MASSACHUSETTS"
"COORDINATE_SOURCE_CODE","026","MICHIGAN"
"COORDINATE_SOURCE_CODE","027","MINNESOTA"
"COORDINATE_SOURCE_CODE","028","MISSISSIPPI"
"COORDINATE_SOURCE_CODE","029","MISSOURI"
"COORDINATE_SOURCE_CODE","030","MONTANA"
"COORDINATE_SOURCE_CODE","031","NEBRASKA"
"COORDINATE_SOURCE_CODE","032","NEVADA"
"COORDINATE_SOURCE_CODE","033","NEW HAMPSHIRE"
"COORDINATE_SOURCE_CODE","034","NEW JERSEY"
"COORDINATE_SOURCE_CODE","035","NEW MEXICO"
"COORDINATE_SOURCE_CODE","036","NEW YORK"
"COORDINATE_SOURCE_CODE","037","NORTH CAROLINA"
"COORDINATE_SOURCE_CODE","038","NORTH DAKOTA"
"COORDINATE_SOURCE_CODE","039","OHIO"
"COORDINATE_SOURCE_CODE","040","OKLAHOMA"
"COORDINATE_SOURCE_CODE","041","OREGON"
"COORDINATE_SOURCE_CODE","042","PENNSYLVANIA"
"COORDINATE_SOURCE_CODE","044","RHODE ISLAND"
"COORDINATE_SOURCE_CODE","045","SOUTH CAROLINA"
"COORDINATE_SOURCE_CODE","046","SOUTH DAKOTA"
"COORDINATE_SOURCE_CODE","047","TENNESSEE"
"COORDINATE_SOURCE_CODE","048","TEXAS"
"COORDINATE_SOURCE_CODE","049","UTAH"
"COORDINATE_SOURCE_CODE","050","VERMONT"
"COORDINATE_SOURCE_CODE","051","VIRGINIA"
"COORDINATE_SOURCE_CODE","053","WASHINGTON"
"COORDINATE_SOURCE_CODE","054","WEST VIRGINIA"
"COORDINATE_SOURCE_CODE","055","WISCONSIN"
"COORDINATE_SOURCE_CODE","056","WYOMING"
"COORDINATE_SOURCE_CODE","060","AMERICAN SAMOA"
"COORDINATE_SOURCE_CODE","064","FEDERATED STATES OF MICRONESIA"
"COORDINATE_SOURCE_CODE","066","GUAM"
"COORDINATE_SOURCE_CODE","068","MARSHALL ISLANDS"
"COORDINATE_SOURCE_CODE","069","NORTHERN MARIANA ISLANDS"
"COORDINATE_SOURCE_CODE","070","PALAU"
"COORDINATE_SOURCE_CODE","072","PUERTO RICO"
"COORDINATE_SOURCE_CODE","074","U.S. MINOR OUTLYING ISLANDS"
"COORDINATE_SOURCE_CODE","078","VIRGIN ISLANDS OF THE UNITED STATES"
"COORDINATE_SOURCE_CODE","080","CONTRACTOR"
"COORDINATE_SOURCE_CODE","081","DUNN AND BRADSTREET"
"COORDINATE_SOURCE_CODE","082","EPA HEADQUARTERS"
"COORDINATE_SOURCE_CODE","083","OTHER"
"COORDINATE_SOURCE_CODE","084","OTHER FEDERAL AGENCY"
"COORDINATE_SOURCE_CODE","085","PRIVATE"
"COORDINATE_SOURCE_CODE","086","TRIBE"
"COORDINATE_SOURCE_CODE","087","UNKNOWN"
"COORDINATE_SOURCE_CODE","088","EPA REGION 1"
"COORDINATE_SOURCE_CODE","089","EPA REGION 10"
"COORDINATE_SOURCE_CODE","090","EPA REGION 2"
"COORDINATE_SOURCE_CODE","091","EPA REGION 3"
"COORDINATE_SOURCE_CODE","092","EPA REGION 4"
"COORDINATE_SOURCE_CODE","093","EPA REGION 5"
"COORDINATE_SOURCE_CODE","094","EPA REGION 6"
"COORDINATE_SOURCE_CODE","095","EPA REGION 7"
"COORDINATE_SOURCE_CODE","096","EPA REGION 8"
"COORDINATE_SOURCE_CODE","097","EPA REGION 9"
"COORDINATE_SOURCE_CODE","098","REGULATED ENTITY"
"COORDINATE_SOURCE_CODE","NN","NAVAJO NATION"
"DBPR_SCHEDULE_CAT_CODE","1","System serving 100K or more people OR systems that are connected to a system serving 100K or more"
"DBPR_SCHEDULE_CAT_CODE","2","System serving 50K to 99,999 people OR belonging to a CDS in which the largest system serves 50K to "
"DBPR_SCHEDULE_CAT_CODE","3","System serving 10K to 49,999 people OR belonging to a CDS in which the largest system serves 10K to "
"DBPR_SCHEDULE_CAT_CODE","4","System serving fewer than 10,000 AND not connected to a larger system"
"DRINKING_WATER_RULE_CODE","TCR","Total Coliform Rule"
"DRINKING_WATER_RULE_CODE","SWTR","Surface Water Treatment Rule"
"DRINKING_WATER_RULE_CODE","LT1 ESWTR","Long Term 1 Enhanced Surface Water Treatment Rule"
"DRINKING_WATER_RULE_CODE","LT2 ESWTR","Long Term 2 Enhanced Surface Water Treatment Rule"
"DRINKING_WATER_RULE_CODE","FBRR","Filter Backwash Recovery Rule"
"DRINKING_WATER_RULE_CODE","St1 DBP","Stage 1 Disinfectant Byproducts Rule"
"DRINKING_WATER_RULE_CODE","St2 DBP","Stage 2 Disinfectant Byproducts Rule"
"DRINKING_WATER_RULE_CODE","TTHM pre-St1","Trihalomethane Pre-Stage 1 Rule"
"DRINKING_WATER_RULE_CODE","VOC","Volatile Organic Compounds Rule"
"DRINKING_WATER_RULE_CODE","SOC","Synthetic Organic Compounds Rule"
"DRINKING_WATER_RULE_CODE","Nitrates","Nitrates and Nitrites Rule"
"DRINKING_WATER_RULE_CODE","Arsenic","Arsenic Rule"
"DRINKING_WATER_RULE_CODE","Other IOC","Other Inorganic Compounds Rule"
"DRINKING_WATER_RULE_CODE","Rads","Radionuclides Rule"
"DRINKING_WATER_RULE_CODE","LCR","Lead and Copper Rule"
"DRINKING_WATER_RULE_CODE","PN rule","Public Notice Rule"
"DRINKING_WATER_RULE_CODE","CCR","Consumer Confidence Report Rule"
"DRINKING_WATER_RULE_CODE","Misc","Miscellaneous"
"DRINKING_WATER_RULE_CODE","Not Regulated","Not Regulated"
"DRINKING_WATER_RULE_CODE","GWR","Ground Water Rule"
"ENFORCEMENT_ACTION_TYPE_CODE","NULL","Unknown Enforcement Action Type"
"ENFORCEMENT_ACTION_TYPE_CODE","EF-","Federal Complaint for Penalty Consent Order or Consent Decree"
"ENFORCEMENT_ACTION_TYPE_CODE","EF!","Federal Proposed Administrative Order Issued"
"ENFORCEMENT_ACTION_TYPE_CODE","EF%","Federal Civil Case concluded"
"ENFORCEMENT_ACTION_TYPE_CODE","EF&","Federal Criminal Case referred to US Department of Justice"
"TREATMENT_PROCESS_CODE","343","Filtration, Greensand"
"ENFORCEMENT_ACTION_TYPE_CODE","EF/","Federal SDWA Section 1431 (Emergency) Order"
"ENFORCEMENT_ACTION_TYPE_CODE","EF<","Federal Complaint for Penalty issued"
"ENFORCEMENT_ACTION_TYPE_CODE","EF=","Federal Complaint for Penalty Default Judgement"
"ENFORCEMENT_ACTION_TYPE_CODE","EF2","Referred for Higher Federal Level Review"
"ENFORCEMENT_ACTION_TYPE_CODE","EF9","Federal Civil Case referred to US Department of Justice"
"ENFORCEMENT_ACTION_TYPE_CODE","EFG","Federal Public Notification issued"
"ENFORCEMENT_ACTION_TYPE_CODE","EFH","Federal issued Boil Water Order"
"CONTAMINANT_CODE","4000","Gross Alpha, Excl. Radon and U"
"CONTAMINANT_CODE","4002","Gross Alpha, Incl. Radon and U"
"CONTAMINANT_CODE","4004","Radon"
"CONTAMINANT_CODE","4006","Combined Uranium"
"CONTAMINANT_CODE","4007","Uranium-234"
"CONTAMINANT_CODE","4008","Uranium-235"
"CONTAMINANT_CODE","4009","Uranium-238"
"CONTAMINANT_CODE","4010","Combined Radium (-226 and -228)"
"CONTAMINANT_CODE","4012","Photon Emitters"
"CONTAMINANT_CODE","4020","Radium-226"
"CONTAMINANT_CODE","4030","Radium-228"
"CONTAMINANT_CODE","4040","Alpha, Dissolved"
"CONTAMINANT_CODE","4041","Alpha, Suspended"
"CONTAMINANT_CODE","4042","Beta, Dissolved"
"CONTAMINANT_CODE","4043","Beta, Suspended"
"CONTAMINANT_CODE","4044","Potassium-40, Total"
