SUBMISSIONYEARQUARTER,PWSID,PN_VIOLATION_ID,RELATED_VIOLATION_ID,COMPL_PER_BEGIN_DATE,COMPL_PER_END_DATE,NON_COMPL_PER_BEGIN_DATE,NON_COMPL_PER_END_DATE,VIOLATION_CODE,CONTAMINANT_CODE,FIRST_REPORTED_DATE,LAST_REPORTED_DATE
2025Q1,GA1970003,662,658,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA1970003,662,659,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA1970003,662,660,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA0450000,21430,21427,09/01/2021,09/30/2021,09/01/2021,09/30/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA1030146,614,613,10/01/2021,10/31/2021,10/01/2021,10/31/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA1910075,20920,20918,04/01/2021,06/30/2021,04/01/2021,06/30/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA2510000,10413,10411,07/01/2021,07/31/2021,07/01/2021,07/31/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA0770136,10,6,10/13/2021,,10/13/2021,03/07/2023,34,3014,03/28/2023,03/20/2025
2025Q1,GA2450002,61043,61033,08/01/2021,08/31/2021,08/01/2021,08/31/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA2310002,24244,24234,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4000,03/28/2023,03/20/2025
2025Q1,GA2310002,24244,24235,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4006,03/28/2023,03/20/2025
2025Q1,GA2310002,24244,24236,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4010,03/28/2023,03/20/2025
2025Q1,GA0510034,12663,12651,07/01/2019,09/30/2019,07/01/2019,09/30/2019,03,4000,03/28/2023,03/20/2025
2025Q1,GA0510034,12663,12652,07/01/2019,09/30/2019,07/01/2019,09/30/2019,03,4006,03/28/2023,03/20/2025
2025Q1,GA0510034,12663,12653,07/01/2019,09/30/2019,07/01/2019,09/30/2019,03,4010,03/28/2023,03/20/2025
2025Q1,GA1730016,425,413,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1005,02/23/2022,03/20/2025
2025Q1,GA1730016,425,414,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1010,02/23/2022,03/20/2025
2025Q1,GA1730016,425,415,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1015,02/23/2022,03/20/2025
2025Q1,GA1730016,425,416,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1020,02/23/2022,03/20/2025
2025Q1,GA1730016,425,417,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1024,02/23/2022,03/20/2025
2025Q1,GA1730016,425,418,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1025,02/23/2022,03/20/2025
2025Q1,GA1730016,425,419,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1035,02/23/2022,03/20/2025
2025Q1,GA1730016,425,420,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1036,02/23/2022,03/20/2025
2025Q1,GA1730016,425,421,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1074,02/23/2022,03/20/2025
2025Q1,GA1730016,425,422,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA1730016,425,423,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA1730016,425,424,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA1350011,11159,11145,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1005,02/23/2022,03/20/2025
2025Q1,GA1350011,11159,11146,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1010,02/23/2022,03/20/2025
2025Q1,GA1350011,11159,11147,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1015,02/23/2022,03/20/2025
2025Q1,GA1350011,11159,11148,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1020,02/23/2022,03/20/2025
2025Q1,GA1350011,11159,11149,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1024,02/23/2022,03/20/2025
2025Q1,GA1350011,11159,11150,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1025,02/23/2022,03/20/2025
2025Q1,GA1350011,11159,11151,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1035,02/23/2022,03/20/2025
2025Q1,GA1350011,11159,11152,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1036,02/23/2022,03/20/2025
2025Q1,GA1350011,11159,11153,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1074,02/23/2022,03/20/2025
2025Q1,GA1350011,11159,11154,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA1350011,11159,11155,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA1350011,11159,11156,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA2610045,16897,16891,10/01/2019,10/31/2019,10/01/2019,10/31/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA2610036,26092,26088,10/11/2019,,10/11/2019,01/12/2022,34,3014,02/23/2022,03/20/2025
2025Q1,GA0690048,2634,2627,10/01/2019,,10/01/2019,04/17/2020,52,5000,02/23/2022,03/20/2025
2025Q1,GA1830017,62919,62915,07/01/2020,07/31/2020,07/01/2020,07/31/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1970000,22664,22663,04/01/2021,06/30/2021,04/01/2021,06/30/2021,02,4010,02/23/2022,03/20/2025
2025Q1,GA0690038,60621,60617,03/24/2020,,03/24/2020,01/21/2022,34,3014,02/23/2022,03/20/2025
2025Q1,GA1110124,9,7,10/01/2019,10/31/2019,10/01/2019,10/31/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1090001,51059,51034,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1005,02/23/2022,03/20/2025
2025Q1,GA1090001,51059,51035,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1010,02/23/2022,03/20/2025
2025Q1,GA1090001,51059,51036,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1015,02/23/2022,03/20/2025
2025Q1,GA1090001,51059,51037,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1020,02/23/2022,03/20/2025
2025Q1,GA1090001,51059,51038,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1024,02/23/2022,03/20/2025
2025Q1,GA1090001,51059,51039,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1025,02/23/2022,03/20/2025
2025Q1,GA1090001,51059,51040,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1035,02/23/2022,03/20/2025
2025Q1,GA1090001,51059,51041,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1036,02/23/2022,03/20/2025
2025Q1,GA1090001,51059,51042,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1074,02/23/2022,03/20/2025
2025Q1,GA1090001,51059,51043,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA1090001,51059,51044,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA1090001,51059,51045,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA1970000,22666,22658,08/13/2020,,08/13/2020,09/05/2023,34,3014,02/23/2022,03/20/2025
2025Q1,GA0510034,12662,12655,04/01/2021,06/30/2021,04/01/2021,06/30/2021,03,4006,03/28/2023,03/20/2025
2025Q1,GA0510034,12662,12656,04/01/2021,06/30/2021,04/01/2021,06/30/2021,03,4010,03/28/2023,03/20/2025
2025Q1,GA0510034,12662,12654,04/01/2021,06/30/2021,04/01/2021,06/30/2021,03,4000,03/28/2023,03/20/2025
2025Q1,GA0510070,10420,10418,07/01/2021,09/30/2021,07/01/2021,09/30/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA2090005,20327,20319,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4000,03/28/2023,03/20/2025
2025Q1,GA2090005,20327,20320,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4006,03/28/2023,03/20/2025
2025Q1,GA2090005,20327,20321,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4010,03/28/2023,03/20/2025
2025Q1,GA2590012,1533,1520,01/01/2014,12/31/2019,01/01/2014,12/31/2019,03,4000,03/28/2023,03/20/2025
2025Q1,GA2590012,1533,1521,01/01/2014,12/31/2019,01/01/2014,12/31/2019,03,4006,03/28/2023,03/20/2025
2025Q1,GA2590012,1533,1522,01/01/2014,12/31/2019,01/01/2014,12/31/2019,03,4010,03/28/2023,03/20/2025
2025Q1,GA2410053,21234,21232,08/01/2021,08/31/2021,08/01/2021,08/31/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA2970002,10926,10923,04/01/2022,06/30/2022,04/01/2022,06/30/2022,02,2950,03/28/2023,03/20/2025
2025Q1,GA0310257,342,326,04/01/2020,06/30/2020,04/01/2020,06/30/2020,03,4000,03/28/2023,03/20/2025
2025Q1,GA0310257,342,328,04/01/2020,06/30/2020,04/01/2020,06/30/2020,03,4010,03/28/2023,03/20/2025
2025Q1,GA0310257,342,327,04/01/2020,06/30/2020,04/01/2020,06/30/2020,03,4006,03/28/2023,03/20/2025
2025Q1,GA2450002,61044,61032,07/01/2021,07/31/2021,07/01/2021,07/31/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA0730022,30737,30731,07/01/2021,07/31/2021,07/01/2021,07/31/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA0770016,34617,34591,05/15/2020,,05/15/2020,05/02/2023,34,3014,02/23/2022,03/20/2025
2025Q1,GA1510024,30825,30821,01/01/2020,03/31/2020,01/01/2020,03/31/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA0770016,34621,34589,02/01/2020,02/29/2020,02/01/2020,02/29/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1030030,41233,41231,10/01/2019,,10/01/2019,04/18/2023,52,5000,02/23/2022,03/20/2025
2025Q1,GA2410006,60523,60521,09/01/2019,09/30/2019,09/01/2019,09/30/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA0810011,42628,42625,10/01/2019,,10/01/2019,09/14/2022,52,5000,02/23/2022,03/20/2025
2025Q1,GA2990046,30205,30204,10/01/2019,10/31/2019,10/01/2019,10/31/2019,3B,8000,02/23/2022,03/20/2025
2025Q1,GA3190020,10,4,07/01/2019,09/30/2019,07/01/2019,09/30/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA0010044,10613,10611,07/01/2020,09/30/2020,07/01/2020,09/30/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA0730001,32136,32134,09/29/2020,,09/29/2020,04/01/2022,34,3014,02/23/2022,03/20/2025
2025Q1,GA2250021,10340,10325,07/01/2020,09/30/2020,07/01/2020,09/30/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA0690085,328,320,10/01/2019,,10/01/2019,--->,52,5000,02/23/2022,03/20/2025
2025Q1,GA0690054,2939,2928,06/01/2020,06/30/2020,06/01/2020,06/30/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA0290000,22131,22124,08/01/2019,08/31/2019,08/01/2019,08/31/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA2130038,20916,20915,07/01/2019,09/30/2019,07/01/2019,09/30/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA3110103,325,317,10/01/2019,12/31/2019,10/01/2019,12/31/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1070005,20839,20823,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1005,02/23/2022,03/20/2025
2025Q1,GA1070005,20839,20824,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1010,02/23/2022,03/20/2025
2025Q1,GA1070005,20839,20825,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1015,02/23/2022,03/20/2025
2025Q1,GA1070005,20839,20826,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1020,02/23/2022,03/20/2025
2025Q1,GA1070005,20839,20827,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1024,02/23/2022,03/20/2025
2025Q1,GA1070005,20839,20828,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1025,02/23/2022,03/20/2025
2025Q1,GA1070005,20839,20829,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1035,02/23/2022,03/20/2025
2025Q1,GA1070005,20839,20830,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1036,02/23/2022,03/20/2025
2025Q1,GA1070005,20839,20831,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1074,02/23/2022,03/20/2025
2025Q1,GA1070005,20839,20832,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA1070005,20839,20833,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA1070005,20839,20834,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA1830006,31524,31520,08/26/2020,,08/26/2020,08/10/2021,34,3014,02/23/2022,03/20/2025
2025Q1,GA1230004,21128,21122,10/01/2019,,10/01/2019,--->,52,5000,02/23/2022,03/20/2025
2025Q1,GA2990000,21334,21318,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1005,02/23/2022,03/20/2025
2025Q1,GA2990000,21334,21319,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1010,02/23/2022,03/20/2025
2025Q1,GA2990000,21334,21320,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1015,02/23/2022,03/20/2025
2025Q1,GA2990000,21334,21321,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1020,02/23/2022,03/20/2025
2025Q1,GA2990000,21334,21322,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1024,02/23/2022,03/20/2025
2025Q1,GA2990000,21334,21323,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1025,02/23/2022,03/20/2025
2025Q1,GA2990000,21334,21324,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1035,02/23/2022,03/20/2025
2025Q1,GA2990000,21334,21325,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1036,02/23/2022,03/20/2025
2025Q1,GA2990000,21334,21326,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1074,02/23/2022,03/20/2025
2025Q1,GA2990000,21334,21327,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA2990000,21334,21328,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA2990000,21334,21329,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA0690063,12531,12529,02/25/2021,,02/25/2021,10/22/2021,2A,8000,02/23/2022,03/20/2025
2025Q1,GA1070012,60529,60522,01/01/2014,12/31/2019,01/01/2014,12/31/2019,03,4000,03/28/2023,03/20/2025
2025Q1,GA1070012,60529,60523,01/01/2014,12/31/2019,01/01/2014,12/31/2019,03,4006,03/28/2023,03/20/2025
2025Q1,GA1070012,60529,60524,01/01/2014,12/31/2019,01/01/2014,12/31/2019,03,4010,03/28/2023,03/20/2025
2025Q1,GA0770109,21610,21600,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4000,03/28/2023,03/20/2025
2025Q1,GA0770109,21610,21601,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4006,03/28/2023,03/20/2025
2025Q1,GA0770109,21610,21602,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4010,03/28/2023,03/20/2025
2025Q1,GA0770016,34656,34610,09/14/2021,,09/14/2021,05/02/2023,34,3014,03/28/2023,03/20/2025
2025Q1,GA2670052,6,5,04/01/2021,06/30/2021,04/01/2021,06/30/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA1910073,11541,11538,12/01/2019,12/31/2019,12/01/2019,12/31/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA0690034,457,432,10/01/2019,,10/01/2019,--->,52,5000,02/23/2022,03/20/2025
2025Q1,GA1450001,10320,10318,09/01/2020,09/30/2020,09/01/2020,09/30/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA0310109,10226,10223,02/01/2020,02/29/2020,02/01/2020,02/29/2020,3B,8000,02/23/2022,03/20/2025
2025Q1,GA1870078,2129,2127,08/01/2020,08/31/2020,08/01/2020,08/31/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA2110003,10917,10915,04/01/2020,04/30/2020,04/01/2020,04/30/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA2790005,24074,24045,07/01/2020,07/31/2020,07/01/2020,07/31/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1850152,20217,20215,01/01/2020,03/31/2020,01/01/2020,03/31/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA2790028,21729,21724,06/01/2020,06/30/2020,06/01/2020,06/30/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA2990000,21332,21317,07/01/2020,07/31/2020,07/01/2020,07/31/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA3190020,9,5,10/01/2019,12/31/2019,10/01/2019,12/31/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA2450011,34616,34615,07/01/2021,09/30/2021,07/01/2021,09/30/2021,02,4010,02/23/2022,03/20/2025
2025Q1,GA2610013,43691,43684,10/01/2019,10/31/2019,10/01/2019,10/31/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1230060,1025,1024,07/01/2020,07/31/2020,07/01/2020,07/31/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1130016,10522,10514,11/01/2019,11/30/2019,11/01/2019,11/30/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1370019,13855,13843,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1005,02/23/2022,03/20/2025
2025Q1,GA1370019,13855,13844,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1010,02/23/2022,03/20/2025
2025Q1,GA1370019,13855,13845,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1015,02/23/2022,03/20/2025
2025Q1,GA1370019,13855,13846,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1020,02/23/2022,03/20/2025
2025Q1,GA1370019,13855,13847,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1024,02/23/2022,03/20/2025
2025Q1,GA1370019,13855,13848,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1025,02/23/2022,03/20/2025
2025Q1,GA1370019,13855,13849,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1035,02/23/2022,03/20/2025
2025Q1,GA1370019,13855,13850,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1036,02/23/2022,03/20/2025
2025Q1,GA1370019,13855,13851,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1074,02/23/2022,03/20/2025
2025Q1,GA1370019,13855,13852,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA1370019,13855,13853,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA1370019,13855,13854,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA0690034,456,435,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1005,02/23/2022,03/20/2025
2025Q1,GA0690034,456,436,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1010,02/23/2022,03/20/2025
2025Q1,GA0690034,456,437,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1015,02/23/2022,03/20/2025
2025Q1,GA0690034,456,438,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1020,02/23/2022,03/20/2025
2025Q1,GA0690034,456,439,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1024,02/23/2022,03/20/2025
2025Q1,GA0690034,456,440,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1025,02/23/2022,03/20/2025
2025Q1,GA0690034,456,441,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1035,02/23/2022,03/20/2025
2025Q1,GA0690034,456,442,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1036,02/23/2022,03/20/2025
2025Q1,GA0690034,456,443,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1074,02/23/2022,03/20/2025
2025Q1,GA0690034,456,444,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA0690034,456,445,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA0690034,456,446,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA0510207,50814,50812,01/01/2020,03/31/2020,01/01/2020,03/24/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1110093,8,3,04/01/2020,04/30/2020,04/01/2020,04/30/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA2390006,10619,10618,11/01/2019,11/30/2019,11/01/2019,11/30/2019,3B,8000,02/23/2022,03/20/2025
2025Q1,GA2790005,24071,24061,01/01/2021,03/31/2021,01/01/2021,03/31/2021,02,4000,02/23/2022,03/20/2025
2025Q1,GA2610036,26093,26050,10/01/2019,,10/01/2019,01/08/2022,52,5000,02/23/2022,03/20/2025
2025Q1,GA3110103,324,318,01/01/2020,03/31/2020,01/01/2020,03/31/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1450044,220,217,04/01/2020,04/30/2020,04/01/2020,04/30/2020,3B,8000,02/23/2022,03/20/2025
2025Q1,GA1610001,21566,21561,04/01/2022,06/30/2022,04/01/2022,06/30/2022,02,4000,03/28/2023,03/20/2025
2025Q1,GA2610037,53027,53023,09/01/2021,09/30/2021,09/01/2021,09/30/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA0250023,513,511,04/01/2021,06/30/2021,04/01/2021,06/30/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA1070003,21136,21130,09/01/2021,09/30/2021,09/01/2021,09/30/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA0390001,29338,29332,06/01/2021,06/30/2021,06/01/2021,06/30/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA0690000,62128,62122,06/01/2021,06/30/2021,06/01/2021,06/30/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA1950007,50613,50611,04/01/2021,06/30/2021,04/01/2021,06/30/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA1950054,33241,33226,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1005,02/23/2022,03/20/2025
2025Q1,GA1950054,33241,33227,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1010,02/23/2022,03/20/2025
2025Q1,GA1950054,33241,33228,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1015,02/23/2022,03/20/2025
2025Q1,GA1950054,33241,33229,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1020,02/23/2022,03/20/2025
2025Q1,GA1950054,33241,33230,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1024,02/23/2022,03/20/2025
2025Q1,GA1950054,33241,33231,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1025,02/23/2022,03/20/2025
2025Q1,GA1950054,33241,33232,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1035,02/23/2022,03/20/2025
2025Q1,GA1950054,33241,33233,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1036,02/23/2022,03/20/2025
2025Q1,GA1950054,33241,33234,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1074,02/23/2022,03/20/2025
2025Q1,GA1950054,33241,33235,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA1950054,33241,33236,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA1950054,33241,33237,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA2710003,10818,10817,08/01/2019,08/31/2019,08/01/2019,08/31/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1990004,22750,22747,07/07/2022,,07/07/2022,10/30/2023,34,3014,11/14/2024,03/20/2025
2025Q1,GA0390001,29341,29337,07/29/2022,,07/29/2022,--->,34,3014,11/14/2024,03/20/2025
2025Q1,GA1090007,50951,50947,07/01/2022,07/31/2022,07/01/2022,07/31/2022,3A,8000,11/14/2024,03/20/2025
2025Q1,GA2410102,21625,21620,07/01/2022,07/31/2022,07/01/2022,07/31/2022,3B,8000,11/14/2024,03/20/2025
2025Q1,GA2410102,21624,21621,07/13/2022,,07/13/2022,09/07/2023,34,3014,11/14/2024,03/20/2025
2025Q1,GA2410119,91320,91314,07/01/2023,09/30/2023,07/01/2023,09/21/2023,02,1025,11/14/2024,03/20/2025
2025Q1,GA1710001,30333,30328,04/01/2023,06/30/2023,04/01/2023,06/30/2023,02,2950,11/14/2024,03/20/2025
2025Q1,GA1590015,1537,1535,10/01/2019,,10/01/2019,--->,52,5000,02/23/2022,03/20/2025
2025Q1,GA1610001,21560,21556,01/01/2022,03/31/2022,01/01/2022,03/31/2022,02,4000,11/17/2022,03/20/2025
2025Q1,GA2850067,10820,10817,10/19/2021,,10/19/2021,02/24/2023,34,3014,03/28/2023,03/20/2025
2025Q1,GA2910012,32024,32021,03/26/2021,,03/26/2021,--->,34,3014,03/28/2023,03/20/2025
2025Q1,GA1690001,11329,11328,07/01/2020,07/31/2020,07/01/2020,07/31/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1130016,10525,10518,03/01/2020,03/31/2020,03/01/2020,03/31/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1330046,31352,31348,07/01/2020,09/30/2020,07/01/2020,09/30/2020,03,4000,03/28/2023,03/20/2025
2025Q1,GA1330046,31352,31349,07/01/2020,09/30/2020,07/01/2020,09/30/2020,03,4006,03/28/2023,03/20/2025
2025Q1,GA1330046,31352,31350,07/01/2020,09/30/2020,07/01/2020,09/30/2020,03,4010,03/28/2023,03/20/2025
2025Q1,GA0510098,21025,21024,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1038,09/28/2022,03/20/2025
2025Q1,GA1470059,30219,30218,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1038,09/28/2022,03/20/2025
2025Q1,GA3110103,326,319,01/01/2021,01/31/2021,01/01/2021,01/31/2021,3A,8000,06/27/2022,03/20/2025
2025Q1,GA1230058,70632,70629,10/01/2021,,10/01/2021,--->,52,5000,05/17/2023,03/20/2025
2025Q1,GA0950065,10105,10100,06/01/2021,06/30/2021,06/01/2021,06/30/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA1030161,7,5,10/01/2021,10/31/2021,10/01/2021,10/31/2021,3A,8000,03/28/2023,03/20/2025
