SUBMISSIONYEARQUARTER,PWSID,EVENT_SCHEDULE_ID,EVENT_END_DATE,EVENT_ACTUAL_DATE,EVENT_COMMENTS_TEXT,EVENT_MILESTONE_CODE,EVENT_REASON_CODE,FIRST_REPORTED_DATE,LAST_REPORTED_DATE
2025Q1,GA0690032,517,,08/30/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0690032,COR-GA212652181,10/31/2014,12/04/2014,120 DAYS TO COMPLETE ACTION GWR;DS4-UNTREATED WATER IN DISTRIBUTION SYSTEM-Chlorine feed pump out of operation,SDFF,GW,06/29/2015,03/12/2020
2025Q1,GA0690032,LSLI-GA71393,09/05/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA0690034,516,,02/23/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0690034,518,,02/23/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0690034,COR-GA215622487,05/09/2016,06/15/2016,120 DAYS TO COMPLETE ACTION GWR;SR3-INADEQUATE CASING AND/OR GROUTING-,SDFF,GW,08/20/2016,03/12/2020
2025Q1,GA0690035,517,,01/14/2002,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0690035,519,,01/14/2002,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0690035,LSLI-GA72735,09/18/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0690036,518,,03/27/1996,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0690036,520,,03/27/1996,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0690036,LSLI-GA70409,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA0690037,519,,04/04/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0690037,521,,04/04/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0690037,LSLI-GA72737,09/18/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0690038,520,,03/19/1997,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0690038,522,,03/19/1997,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0690038,LSLI-GA71395,09/10/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,09/19/2024,03/20/2025
2025Q1,GA0690038,PBSL-GA74551,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA0690039,521,,07/17/1995,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0690039,523,,07/17/1995,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0690039,LSLI-GA71833,10/05/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA0690040,522,,04/10/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0690040,524,,04/10/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0690040,LSLI-GA72739,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA0690042,523,,05/16/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0690042,525,,05/16/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0690048,524,,11/20/1997,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0690048,526,,11/20/1997,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0690048,LSLI-GA72741,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA0690050,525,,10/24/2001,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0690050,527,,10/24/2001,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0690051,526,,10/09/2001,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0690051,528,,10/09/2001,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0690053,527,,08/17/1999,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0690053,529,,08/17/1999,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0690054,528,,04/08/1998,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0690054,530,,04/08/1998,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0690054,LSLI-GA71397,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA0690054,TTT-GA435584876120,09/15/2021,08/29/2020,LVL1 TTT TC+/EC- WO RPTS;4876120;Sample Lab ID:07-20-334 Sample Collection Date:2020-07-30 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TC,11/16/2020,12/18/2024
2025Q1,GA0690055,529,,09/03/1998,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0690055,531,,09/03/1998,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0690055,LSLI-GA70411,10/12/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0690058,530,,10/15/2001,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0690058,532,,10/15/2001,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0690059,531,,01/08/2003,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0690059,LSLI-GA72743,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA0690060,532,,06/10/2000,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0690060,534,,06/10/2000,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0690061,533,,06/28/2001,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0690061,535,,06/28/2001,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0690063,534,,02/03/1999,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0690063,536,,02/03/1999,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0690063,LSLI-GA72745,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA0690063,TTT-GA481165038427,12/08/2021,02/24/2021,LVL1 TTT TC+/EC- WO RPTS;5038427;Sample Lab ID:BS64394 Sample Collection Date:2021-01-25 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TC,05/14/2021,03/20/2025
2025Q1,GA0690065,536,,10/01/2001,,DONE,B1,11/15/2005,05/18/2007
2025Q1,GA0690065,538,,10/01/2001,,DONE,B1,09/22/2004,09/22/2004
2025Q1,GA0690066,LSLI-GA69425,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA0690070,537,,03/26/2002,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0690070,539,,03/26/2002,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0690070,LSLI-GA69925,09/19/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0690071,538,,05/30/2003,,DEEM,B1,11/15/2005,06/18/2018
2025Q1,GA0690071,LSLI-GA72747,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA0690074,LSLI-GA72051,09/19/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0690075,LSLI-GA71197,09/19/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0690077,LSLI-GA72541,09/19/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0690078,539,,05/28/2003,,DEEM,B1,11/15/2005,06/18/2018
2025Q1,GA0690078,LSLI-GA72549,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA0690079,LSLI-GA71211,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA0690079,TTT-GA344564367853,08/20/2018,09/05/2018,LVL1 TTT MULTIPLE TC +;4367853;Sample Lab ID:1810259 Sample Collection Date:2018-08-06 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,02/15/2019,03/20/2025
2025Q1,GA0690081,LSLI-GA70743,09/19/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0690083,LSLI-GA69753,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA0690083,TTT-GA344544396682,02/05/2019,09/26/2018,LVL1 TTT MULTIPLE TC +;4396682;Sample Lab ID:08-18-220 Sample Collection Date:2018-08-27 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,02/15/2019,03/20/2025
2025Q1,GA0690083,TTT-GA432494700697,11/19/2021,12/21/2019,LVL1 TTT MULTIPLE TC +;4700697;Sample Lab ID:11-19-255 Sample Collection Date:2019-11-21 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,03/12/2020,03/20/2025
2025Q1,GA0690083,TTT-GA488975204623,11/19/2021,09/23/2021,LVL1 TTT MULTIPLE TC +;5204623;Sample Lab ID:2110468 Sample Collection Date:2021-08-24 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,11/22/2021,03/20/2025
2025Q1,GA0690084,LSLI-GA73105,09/19/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0690085,LSLI-GA70785,09/23/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0690088,LSLI-GA71727,08/22/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,09/19/2024,03/20/2025
2025Q1,GA0710000,540,,02/13/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710000,542,,02/13/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710000,LSLI-GA69427,11/14/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA0710001,541,,02/02/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710001,543,,02/02/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710001,LSLI-GA70911,10/14/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA0710001,TTT-GA295004122250,09/01/2017,08/25/2017,LVL1 TTT MULTIPLE TC +;4122250;Sample Lab ID:BR82867 Sample Collection Date:2017-07-26 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,11/15/2017,03/17/2021
2025Q1,GA0710001,TTT-GA484755179264,09/15/2021,09/13/2021,LVL1 TTT MULTIPLE TC +;5179264;Sample Lab ID:BS75386 Sample Collection Date:2021-07-26 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,11/22/2021,09/19/2024
2025Q1,GA0710001,TTT-GA743206174547,12/13/2024,11/27/2024,LVL1 TTT MULTIPLE TC +;6174547;Sample Lab ID:BT42718 Sample Collection Date:2024-10-28 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,12/18/2024,03/20/2025
2025Q1,GA0710002,542,,03/02/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710002,544,,03/02/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710002,LSLI-GA69927,12/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA0710003,543,,02/25/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710003,545,,02/25/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710003,LSLI-GA72261,10/14/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/11/2025,03/20/2025
2025Q1,GA0710003,PBSL-GA74552,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA0710003,TTT-GA645605724376,06/20/2023,06/29/2023,LVL1 TTT MULTIPLE TC +;5724376;Sample Lab ID:05-23-356 Sample Collection Date:2023-05-30 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,08/10/2023,03/20/2025
2025Q1,GA0710004,544,,03/26/1993,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710004,546,,03/26/1993,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710004,LSLI-GA70913,10/15/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA0710004,PBSL-GA74553,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA0710005,545,,03/08/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710005,547,,03/08/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710005,LSLI-GA71399,10/15/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0710005,PBSL-GA74554,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA0710008,546,,02/22/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710008,548,,02/22/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710008,LSLI-GA70915,10/10/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/11/2025,03/20/2025
2025Q1,GA0710009,547,,04/12/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710009,549,,04/12/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710009,LSLI-GA72263,10/10/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA0710010,549,,11/03/1998,,DONE,B1,11/15/2005,05/18/2007
2025Q1,GA0710010,551,,05/07/2003,,DONE,B1,09/22/2004,05/18/2007
2025Q1,GA0710010,LSLI-GA72265,10/10/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA0710012,552,,10/19/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710012,554,,10/19/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710014,553,,06/26/2003,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710014,LSLI-GA71835,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA0710015,554,,03/01/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710015,556,,03/01/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710015,LSLI-GA72749,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA0710016,555,,04/15/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710016,557,,04/15/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710016,LSLI-GA70917,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA0710017,556,,03/01/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710017,558,,03/01/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710017,LSLI-GA72751,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA0710021,558,,09/16/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710021,560,,09/16/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710021,LSLI-GA71837,10/15/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY : Originally submitted combined with GA0710004 but later submitted separately,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA0710023,559,,03/01/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710023,561,,03/01/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710023,LSLI-GA70919,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA0710024,560,,03/01/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710024,562,,03/01/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710024,LSLI-GA72267,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/11/2025,03/20/2025
2025Q1,GA0710027,561,,04/18/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710027,563,,04/18/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710027,LSLI-GA72753,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA0710028,562,,04/18/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710028,564,,04/18/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710028,LSLI-GA71839,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA0710029,563,,06/27/2000,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710029,565,,06/27/2000,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710029,LSLI-GA70413,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA0710033,564,,05/04/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710033,566,,05/04/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710033,LSLI-GA71841,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA0710034,565,,09/25/1995,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710034,567,,09/25/1995,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710034,COR-GA175762197,05/08/2014,07/29/2014,120 DAYS TO COMPLETE ACTION GWR;DS1-UNDETECTABLE DISINFECTION RESIDUAL(S)-,SDFF,GW,11/17/2014,03/12/2020
2025Q1,GA0710034,COR-GA175772198,09/01/2014,07/29/2014,120 DAYS TO COMPLETE ACTION GWR;MG1-SYSTEM LACKS OPERTATOR IN RESPONSIBLE CHARGE-,SDFF,GW,11/17/2014,03/12/2020
2025Q1,GA0710034,COR-GA175792199,09/01/2014,07/29/2014,120 DAYS TO COMPLETE ACTION GWR;OC1-NO CERTIFIED OPERATOR-,SDFF,GW,11/17/2014,03/12/2020
2025Q1,GA0710034,LSLI-GA71401,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA0710038,566,,09/02/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710038,568,,09/02/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710038,LSLI-GA70921,10/09/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA0710038,PBSL-GA74555,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA0710040,567,,03/01/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710040,569,,03/01/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710040,LSLI-GA71843,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA0710041,568,,06/07/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710041,570,,06/07/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710041,COR-GA175882207,09/01/2014,07/29/2014,120 DAYS TO COMPLETE ACTION GWR;MG1-SYSTEM LACKS OPERTATOR IN RESPONSIBLE CHARGE-,SDFF,GW,11/17/2014,03/12/2020
2025Q1,GA0710041,COR-GA175892208,09/01/2014,07/29/2014,120 DAYS TO COMPLETE ACTION GWR;OC1-NO CERTIFIED OPERATOR-,SDFF,GW,11/17/2014,03/12/2020
2025Q1,GA0710041,LSLI-GA72755,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA0710070,569,,04/12/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710070,571,,04/12/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710070,LSLI-GA70415,09/24/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA0710072,570,,05/18/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710072,572,,05/18/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710072,LSLI-GA69929,10/14/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA0710077,571,,06/27/2000,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710077,573,,06/27/2000,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710077,LSLI-GA69931,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA0710081,572,,04/26/2001,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710081,574,,04/26/2001,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710081,COR-GA214902465,02/17/2016,02/26/2016,120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-,SDFF,GW,05/13/2016,03/12/2020
2025Q1,GA0710081,COR-GA214912466,12/02/2015,02/26/2016,120 DAYS TO COMPLETE ACTION GWR;ST7-OTHER-,SDFF,GW,05/13/2016,03/12/2020
2025Q1,GA0710081,LSLI-GA72757,10/09/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA0710082,573,,11/12/1999,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710082,575,,11/12/1999,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710082,LSLI-GA72759,10/09/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA0710083,574,,01/29/1999,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710083,576,,01/29/1999,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710083,COR-GA297492789,01/05/2018,03/30/2018,"120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-Section 5.3.4.7(c) of the Minimum Standards states  the top of the casing shall be effectively sealed against the enterence of water under all conditions of vibration or movement of conductors or cables.  During the inspection, the sanitary seal on Well #101 was damaged. This is considered to be a significant deficiency. You are requested to repair the sanitary seal on the well casing to resolve this issue.  During the visit, the air relief valve associated with Well #101 appeared to be leaking and should be evaluated by facility personnel  for repairs/replacements.",SDFF,GW,05/04/2018,03/17/2021
2025Q1,GA0710083,COR-GA437703374,10/08/2020,01/16/2021,120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-Caulking needed around submersible pump wiring where it passes through the sanitary seal.,SDFF,GW,05/14/2021,03/26/2024
2025Q1,GA0710083,LSLI-GA69933,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA0710085,LSLI-GA71845,02/17/2025,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA0710086,575,,05/10/2000,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710086,577,,05/10/2000,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710086,LSLI-GA71403,10/09/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA0710087,LSLI-GA69429,10/07/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0710088,576,,04/26/2001,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710088,578,,04/26/2001,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0710088,COR-GA692923619,02/05/2024,06/04/2024,120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-The screen was missing from the screened vent riser.,SDFF,GW,02/28/2024,03/20/2025
2025Q1,GA0710088,LSLI-GA70417,10/05/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA0710089,LSLI-GA69431,09/24/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0710091,577,,05/06/2003,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0710091,COR-GA437553373,09/21/2020,01/15/2021,120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-Both Well 101 and Well 103 need the holes for their submersible pump wires sealed.,SDFF,GW,05/14/2021,03/26/2024
2025Q1,GA0710091,LSLI-GA71193,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/11/2025,03/20/2025
2025Q1,GA0710092,578,,12/16/2003,,DEEM,B1,11/15/2005,06/18/2018
2025Q1,GA0710092,COR-GA211802093,06/19/2010,10/20/2010,120 DAYS TO COMPLETE ACTION GWR;DS1-UNDETECTABLE DISINFECTION RESIDUAL(S)-,SDFF,GW,05/19/2015,12/15/2020
2025Q1,GA0710092,COR-GA211812094,07/12/2010,10/20/2010,120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-,SDFF,GW,05/19/2015,12/15/2020
2025Q1,GA0710092,LSLI-GA73071,10/14/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0710093,LSLI-GA73083,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA0710094,LSLI-GA70279,08/20/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,09/19/2024,03/20/2025
