SUBMISSIONYEARQUARTER,PWSID,VISIT_ID,VISIT_DATE,AGENCY_TYPE_CODE,VISIT_REASON_CODE,MANAGEMENT_OPS_EVAL_CODE,SOURCE_WATER_EVAL_CODE,SECURITY_EVAL_CODE,PUMPS_EVAL_CODE,OTHER_EVAL_CODE,COMPLIANCE_EVAL_CODE,DATA_VERIFICATION_EVAL_CODE,TREATMENT_EVAL_CODE,FINISHED_WATER_STOR_EVAL_CODE,DISTRIBUTION_EVAL_CODE,FINANCIAL_EVAL_CODE,VISIT_COMMENTS,FIRST_REPORTED_DATE,LAST_REPORTED_DATE
2025Q1,GA0510229,5,11/05/2019,ST,SNSV,N,N,N,Z,N,N,N,N,N,N,N,,12/11/2019,12/29/2022
2025Q1,GA0510229,4,09/28/2017,ST,SNSV,N,N,N,Z,Z,N,N,M,N,N,X,,11/15/2017,12/15/2020
2025Q1,GA0510231,3,02/14/2013,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,02/22/2016,03/28/2023
2025Q1,GA0510231,4,07/06/2018,ST,SNSV,N,M,N,N,Z,N,N,N,N,N,Z,,09/28/2018,03/20/2025
2025Q1,GA0510231,5,10/05/2022,ST,SNSV,N,R,N,N,Z,N,N,N,N,N,Z,,02/15/2023,03/20/2025
2025Q1,GA0510232,1,08/13/2003,ST,SNSV,N,N,,N,X,N,N,N,N,N,,,11/15/2005,06/18/2018
2025Q1,GA0510232,2,03/23/2004,ST,SITE,N,X,,X,X,N,N,N,N,N,,Performed jointly with USEPA Region 4.,11/15/2005,06/18/2018
2025Q1,GA0510232,3,08/26/2008,ST,SNSV,N,M,,N,X,N,N,N,N,N,,,03/13/2009,03/12/2020
2025Q1,GA0510232,4,02/14/2013,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,02/22/2016,03/28/2023
2025Q1,GA0510232,5,07/06/2018,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,09/28/2018,03/20/2025
2025Q1,GA0510232,6,10/05/2022,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,N,,02/15/2023,03/20/2025
2025Q1,GA0510234,1,08/13/2003,ST,SNSV,N,N,,N,X,N,N,N,N,N,,,11/15/2005,06/18/2018
2025Q1,GA0510234,2,03/23/2004,ST,SITE,N,X,,X,X,N,N,N,N,N,,Performed jointly with USEPA Region 4.,11/15/2005,06/18/2018
2025Q1,GA0510235,1,05/09/2002,ST,SNSV,X,X,,X,X,X,X,X,X,X,,,05/18/2007,05/18/2010
2025Q1,GA0510235,2,02/18/2010,ST,SNSV,N,R,,N,R,N,N,R,N,N,,,05/18/2010,03/12/2020
2025Q1,GA0510235,3,02/11/2013,ST,SNSV,M,M,N,N,Z,N,N,N,N,N,X,,11/23/2016,03/12/2020
2025Q1,GA0510235,4,01/19/2017,ST,SNSV,N,N,N,Z,Z,N,N,N,N,N,X,,05/26/2017,03/12/2020
2025Q1,GA0510235,5,11/22/2019,ST,SNSV,N,R,N,Z,Z,N,N,N,N,N,X,,12/11/2019,12/29/2022
2025Q1,GA0510235,6,11/25/2024,ST,SNSV,N,M,N,Z,Z,N,N,N,N,N,X,,02/11/2025,03/20/2025
2025Q1,GA0510236,1,11/18/2011,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,11/16/2012,03/12/2020
2025Q1,GA0510236,2,04/10/2017,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,09/06/2017,06/24/2020
2025Q1,GA0510238,1,03/31/2005,ST,SNSV,N,N,,N,X,S,N,N,N,N,,,11/15/2005,05/28/2008
2025Q1,GA0510238,2,11/17/2010,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,05/26/2011,03/12/2020
2025Q1,GA0510238,3,01/19/2017,ST,SNSV,N,N,N,N,N,N,N,Z,N,N,X,,05/26/2017,03/12/2020
2025Q1,GA0510238,4,01/24/2018,ST,SITE,Z,N,Z,Z,Z,Z,Z,Z,Z,Z,Z,Site visit conducted to confirm water system disconnected prior to permit rescission approval. Two wells onsite will remain permitted under GW Permit #025-0030 and used for process water. Potable water has been tied into City of Port Wentworth.,08/16/2018,09/20/2021
2025Q1,GA0510239,1,12/12/2003,ST,SNSV,R,R,,X,X,N,N,R,R,N,,,11/15/2005,06/18/2018
2025Q1,GA0510239,2,11/03/2007,ST,SNSV,M,M,,R,R,R,M,M,M,R,,,02/25/2008,03/12/2020
2025Q1,GA0510239,3,09/26/2013,ST,SNSV,N,N,N,Z,Z,N,N,N,N,N,X,,02/22/2016,09/27/2023
2025Q1,GA0510240,1,07/21/2003,ST,SNSV,N,R,,N,X,N,N,S,N,N,,,11/15/2005,08/22/2006
2025Q1,GA0510240,3,06/05/2014,ST,SNSV,Z,Z,Z,Z,Z,Z,Z,M,Z,M,Z,,08/19/2014,03/12/2020
2025Q1,GA0510240,4,07/18/2019,ST,SNSV,N,N,N,N,N,N,N,N,N,N,N,,09/20/2019,09/28/2022
2025Q1,GA0510249,1,08/30/2004,ST,SNSV,R,N,,X,X,N,R,N,N,N,,,11/15/2005,11/16/2007
2025Q1,GA0510249,2,02/06/2008,ST,SNSV,R,M,,N,N,N,N,N,N,N,,,05/28/2008,05/26/2011
2025Q1,GA0510249,3,12/02/2010,ST,SNSV,N,M,N,Z,Z,N,N,N,N,N,X,,08/18/2011,03/12/2020
2025Q1,GA0510249,4,11/18/2015,ST,SNSV,N,N,N,X,Z,N,N,N,N,N,N,,02/22/2016,03/12/2020
2025Q1,GA0510249,5,01/16/2019,ST,SNSV,M,N,N,N,N,N,N,N,N,N,N,,05/21/2019,06/27/2022
2025Q1,GA0510249,6,09/08/2021,ST,SNSV,N,M,N,N,N,N,N,N,N,N,N,,11/22/2021,09/19/2024
2025Q1,GA0510249,7,10/24/2024,ST,SNSV,N,S,N,N,Z,N,N,N,N,N,X,,02/11/2025,03/20/2025
2025Q1,GA0510250,1,08/30/2005,ST,SNSV,N,N,,N,N,N,N,N,N,N,,,11/15/2005,08/25/2008
2025Q1,GA0510250,2,03/10/2009,ST,SNSV,R,M,,M,R,R,R,M,N,R,,,11/16/2009,06/18/2018
2025Q1,GA0510250,3,09/06/2012,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,02/22/2016,03/12/2020
2025Q1,GA0510250,4,09/28/2017,ST,SNSV,N,N,N,Z,Z,N,N,M,N,N,X,,11/15/2017,12/15/2020
2025Q1,GA0510250,5,11/05/2019,ST,SNSV,N,N,N,N,N,N,N,N,N,N,N,,12/11/2019,12/29/2022
2025Q1,GA0510250,6,11/19/2024,ST,SNSV,N,N,N,N,N,N,N,N,N,N,N,,02/11/2025,03/20/2025
2025Q1,GA0510251,2,01/22/2015,ST,SNSV,N,N,N,X,Z,N,X,N,N,N,X,,05/19/2015,03/20/2025
2025Q1,GA0510251,3,01/10/2020,ST,SNSV,N,M,M,Z,N,N,N,N,N,M,N,,05/07/2020,03/20/2025
2025Q1,GA0510253,2,04/03/2008,ST,SNSV,R,R,,R,X,R,R,R,R,R,,,08/25/2008,05/26/2011
2025Q1,GA0510253,3,12/07/2010,ST,SNSV,N,N,N,Z,N,N,N,R,N,N,X,,08/18/2011,12/15/2020
2025Q1,GA0510253,4,01/27/2016,ST,SNSV,N,N,N,X,Z,N,N,N,N,N,X,,05/13/2016,03/12/2020
2025Q1,GA0510253,6,02/05/2024,ST,SNSV,N,N,N,N,N,N,R,N,N,N,N,,05/21/2024,03/20/2025
2025Q1,GA0510254,#1,,,SNSV,,,,,,,,,,,,,07/22/1995,
2025Q1,GA0510255,2,11/22/2009,ST,SNSV,N,R,,N,X,N,N,M,R,R,,,05/18/2010,06/18/2018
2025Q1,GA0510255,3,11/20/2009,ST,SNSV,R,M,,N,X,N,R,R,N,N,,,05/18/2010,06/18/2018
2025Q1,GA0510255,4,01/22/2015,ST,SNSV,N,N,N,Z,Z,N,N,S,N,N,X,,05/19/2015,03/12/2020
2025Q1,GA0510255,5,12/13/2019,ST,SNSV,N,M,M,N,N,N,N,M,N,N,N,,02/10/2020,03/28/2023
2025Q1,GA0510258,2,11/22/2010,ST,SNSV,N,N,N,Z,Z,N,N,N,N,N,X,Site visit #2 accidentally deleted; this site visit  (#4) added back in its place. 5/1/2018: Site visit # changed from 4 to 2 in an effort to eliminate data quality errors.,05/26/2011,06/17/2021
2025Q1,GA0510258,3,12/16/2015,ST,SNSV,N,N,N,N,N,N,M,N,N,N,X,,02/22/2016,03/12/2020
2025Q1,GA0510258,5,08/17/2021,ST,SNSV,N,N,N,Z,Z,M,N,N,N,M,X,,11/22/2021,09/19/2024
2025Q1,GA0510258,6,12/21/2022,ST,LV1A,M,N,N,N,N,N,N,N,N,M,N,The system has not had a measurable flow in around 2 years. The system recently underwent maintenance including replacement of piping from the well to the storage tank and added a new RPZ on the discharge side of the storage tank along with new sampling ports. A hydrant was also added. The storage tank was not tested prior to putting everything into use. A pipe on the discharge side had been cracked and required replacing. The storage tank will be chlorinated and flushed before resampling.,02/15/2023,03/20/2025
2025Q1,GA0510259,2,03/10/2009,ST,SNSV,R,M,,M,R,R,R,M,N,R,,,11/16/2009,06/18/2018
2025Q1,GA0510259,3,09/12/2012,ST,SNSV,N,N,N,Z,Z,N,N,N,N,N,X,,02/22/2016,03/12/2020
2025Q1,GA0510259,4,09/21/2017,ST,SNSV,N,M,N,Z,Z,N,N,M,N,N,X,,11/15/2017,12/15/2020
2025Q1,GA0510259,5,11/13/2019,ST,SNSV,N,N,N,Z,N,N,N,N,N,N,N,,12/11/2019,12/29/2022
2025Q1,GA0510260,2,11/20/2009,ST,SNSV,N,N,,N,X,N,N,N,N,N,,,05/18/2010,06/18/2018
2025Q1,GA0510260,3,01/22/2015,ST,SNSV,N,N,N,X,Z,N,X,N,N,N,X,,05/19/2015,03/12/2020
2025Q1,GA0510260,4,08/22/2019,ST,SNSV,N,R,N,Z,N,N,N,Z,N,N,N,,09/20/2019,09/28/2022
2025Q1,GA0510260,5,08/10/2019,ST,LV1A,N,M,N,N,X,N,N,M,N,N,X,,02/10/2020,03/28/2023
2025Q1,GA0510260,6,10/30/2020,ST,LV1A,N,N,X,N,N,X,X,Z,N,N,X,,02/16/2021,03/26/2024
2025Q1,GA0510260,7,02/19/2024,ST,SNSV,N,N,N,N,N,N,N,Z,N,N,N,,05/21/2024,03/20/2025
2025Q1,GA0510265,2,07/29/2008,ST,SNSV,N,M,,N,X,N,N,N,R,R,,,12/03/2008,08/18/2011
2025Q1,GA0510265,3,07/10/2012,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,02/20/2013,03/12/2020
2025Q1,GA0510265,4,07/25/2017,ST,SNSV,N,R,N,Z,Z,N,N,N,N,N,X,,11/15/2017,09/21/2020
2025Q1,GA0510265,5,12/14/2021,ST,SNSV,N,N,N,N,N,N,N,N,N,N,N,,02/23/2022,03/20/2025
2025Q1,GA0510266,2,06/17/2008,ST,SNSV,N,M,,R,X,N,N,N,N,N,,,12/03/2008,08/18/2011
2025Q1,GA0510266,3,11/17/2010,ST,SNSV,M,N,N,N,Z,N,N,N,N,N,X,,05/26/2011,03/12/2020
2025Q1,GA0510266,4,01/23/2014,ST,SNSV,M,N,N,N,Z,N,N,N,N,N,X,,11/23/2016,03/12/2020
2025Q1,GA0510266,5,05/17/2017,ST,SNSV,N,N,R,Z,Z,N,N,N,N,N,X,,09/06/2017,06/24/2020
2025Q1,GA0510266,6,07/09/2020,ST,SNSV,N,R,N,N,N,N,N,N,N,N,N,,11/16/2020,09/27/2023
2025Q1,GA0510267,2,01/30/2008,ST,SNSV,R,M,,N,R,R,R,R,N,N,,,05/28/2008,05/26/2011
2025Q1,GA0510267,3,03/13/2014,ST,SNSV,N,N,N,Z,Z,N,N,N,M,N,X,,02/22/2016,03/12/2020
2025Q1,GA0510267,4,08/02/2011,ST,SNSV,N,M,N,N,N,N,N,N,N,N,X,,11/19/2015,03/12/2020
2025Q1,GA0510267,5,06/28/2017,ST,SNSV,N,N,N,Z,Z,N,N,N,N,N,X,,09/06/2017,06/24/2020
2025Q1,GA0510267,6,07/01/2020,ST,SNSV,N,N,N,N,N,N,N,N,N,N,N,,11/16/2020,09/27/2023
2025Q1,GA0510270,1,06/20/2018,ST,SNSV,N,N,M,Z,Z,N,M,N,R,N,X,,08/16/2018,06/17/2021
2025Q1,GA0510270,2,03/09/2021,ST,SNSV,N,N,N,N,N,N,R,Z,N,Z,N,,05/14/2021,03/26/2024
2025Q1,GA0510270,3,04/22/2024,ST,SNSV,R,N,N,N,N,N,N,N,N,N,N,,08/12/2024,03/20/2025
2025Q1,GA0510271,3,05/13/2014,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,08/19/2014,06/20/2024
2025Q1,GA0510271,4,07/29/2019,ST,SNSV,N,N,N,N,N,N,N,N,N,N,N,,09/20/2019,03/20/2025
2025Q1,GA0510271,5,03/28/2024,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,05/21/2024,03/20/2025
2025Q1,GA0510273,3,08/28/2014,ST,SNSV,N,N,N,X,X,N,Z,N,N,N,X,,11/17/2014,03/12/2020
2025Q1,GA0510273,5,04/04/2024,ST,SNSV,N,N,N,Z,Z,N,N,N,N,N,X,,08/12/2024,03/20/2025
2025Q1,GA0510275,2,02/18/2010,ST,SNSV,N,M,N,N,Z,N,N,N,N,N,X,,05/18/2010,03/12/2020
2025Q1,GA0510275,3,02/11/2013,ST,SNSV,M,M,N,N,Z,N,N,N,N,N,X,,11/23/2016,03/12/2020
2025Q1,GA0510275,5,11/22/2019,ST,SNSV,N,R,N,Z,Z,N,N,N,N,N,X,,12/11/2019,12/29/2022
2025Q1,GA0510275,6,11/25/2024,ST,SNSV,N,M,N,Z,Z,N,N,N,R,N,X,,02/11/2025,03/20/2025
2025Q1,GA0510236,3,07/07/2022,ST,SNSV,N,N,N,Z,Z,N,N,N,N,N,X,,11/17/2022,03/20/2025
2025Q1,GA0510240,2,02/25/2009,ST,SNSV,R,M,,R,R,R,R,R,N,R,,,05/19/2009,06/18/2018
2025Q1,GA0510240,5,09/03/2024,ST,SNSV,N,R,N,N,N,N,N,R,R,N,N,,11/14/2024,03/20/2025
2025Q1,GA0510241,1,07/10/2012,ST,SNSV,Z,R,Z,Z,Z,Z,Z,R,Z,Z,Z,,11/16/2012,09/28/2022
2025Q1,GA0510251,1,11/24/2003,ST,SNSV,R,R,,X,X,N,N,R,R,R,,,11/15/2005,06/18/2018
2025Q1,GA0510253,1,07/14/2004,ST,SNSV,R,N,,N,X,N,R,N,N,N,,,11/15/2005,11/16/2007
2025Q1,GA0510255,1,08/12/2004,ST,SNSV,R,R,,X,X,X,R,X,N,N,,System was required to provide chlorination        after this survey was completed as a result of positive bacti samples,11/15/2005,11/16/2007
2025Q1,GA0510253,5,10/29/2018,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,N,,02/15/2019,12/20/2021
2025Q1,GA0510273,4,10/29/2018,ST,SNSV,N,M,N,N,Z,N,N,Z,N,N,X,,02/15/2019,12/20/2021
2025Q1,GA0510258,1,05/16/2005,ST,SNSV,N,N,,N,N,N,N,N,N,N,,,11/15/2005,05/28/2008
2025Q1,GA0510259,1,08/30/2005,ST,SNSV,N,N,,N,N,N,N,N,N,N,,,11/15/2005,08/25/2008
2025Q1,GA0510260,1,02/15/2005,ST,SNSV,N,S,,N,N,N,N,N,N,N,,,11/15/2005,02/25/2008
2025Q1,GA0510265,1,12/16/2002,ST,SNSV,N,R,,N,X,N,R,N,N,N,,,11/15/2005,02/16/2006
2025Q1,GA0510266,1,11/15/2004,ST,SNSV,R,N,,X,X,N,R,N,N,R,,,11/15/2005,02/25/2008
2025Q1,GA0510267,1,07/21/2004,ST,SNSV,N,R,,X,X,N,R,N,N,N,,,11/15/2005,11/16/2007
2025Q1,GA0510271,1,05/02/2003,ST,SNSV,N,N,,N,X,N,N,N,N,N,,,11/15/2005,06/18/2018
2025Q1,GA0510273,1,08/26/2003,ST,SNSV,N,N,,N,X,N,R,X,N,N,,,11/15/2005,08/22/2006
2025Q1,GA0510259,6,12/30/2024,ST,SNSV,N,N,N,Z,Z,N,N,N,N,N,Z,,02/11/2025,03/20/2025
2025Q1,GA0510260,8,12/10/2024,ST,LV1A,Z,M,Z,N,Z,Z,Z,N,N,N,Z,Operator indicated there were well issues as the result of a hurricane.,02/11/2025,03/20/2025
2025Q1,GA0510271,2,02/24/2009,ST,SNSV,N,M,,N,N,N,N,R,N,R,,,05/19/2009,03/12/2020
2025Q1,GA0510273,2,03/04/2009,ST,SNSV,R,M,,R,N,N,R,N,N,R,,,05/19/2009,06/18/2018
2025Q1,GA0510275,4,01/19/2017,ST,SNSV,N,N,N,Z,Z,N,N,N,N,N,X,,05/26/2017,03/12/2020
2025Q1,GA0510277,1,11/09/2010,ST,SNSV,N,R,N,Z,N,N,N,N,N,N,X,,05/26/2011,12/15/2020
2025Q1,GA0510277,2,04/29/2016,ST,SNSV,N,N,N,X,Z,N,N,N,N,N,X,,08/20/2016,03/20/2025
2025Q1,GA0510277,3,05/25/2021,ST,SNSV,N,N,N,N,N,N,N,N,N,N,N,,08/09/2021,03/20/2025
2025Q1,GA0510278,1,03/09/2010,ST,SNSV,N,M,,N,X,N,N,N,N,N,,,05/18/2010,03/12/2020
2025Q1,GA0510278,3,10/10/2019,ST,SNSV,M,N,N,Z,Z,N,N,N,N,N,N,,12/11/2019,03/20/2025
2025Q1,GA0510278,4,11/20/2024,ST,SNSV,N,N,N,Z,X,N,N,N,N,N,Z,,02/11/2025,03/20/2025
2025Q1,GA0510280,1,07/14/2011,ST,SNSV,N,N,N,Z,N,N,N,N,N,N,X,,11/28/2011,09/20/2021
2025Q1,GA0510280,2,07/21/2016,ST,SNSV,M,Z,Z,Z,Z,Z,Z,Z,Z,M,X,,11/23/2016,03/20/2025
2025Q1,GA0510280,3,07/31/2019,ST,SNSV,N,Z,N,Z,N,N,N,Z,Z,N,N,,09/20/2019,03/20/2025
2025Q1,GA0510280,4,06/04/2024,ST,SNSV,N,Z,N,Z,N,N,N,Z,Z,N,N,,08/12/2024,03/20/2025
2025Q1,GA0510281,2,07/25/2018,ST,SNSV,R,N,N,Z,Z,N,N,N,N,N,X,,09/28/2018,03/20/2025
2025Q1,GA0510283,1,05/13/2014,ST,SNSV,N,N,M,N,Z,N,N,N,N,N,X,,08/19/2014,06/20/2024
2025Q1,GA0510283,2,07/31/2019,ST,SNSV,N,N,N,N,N,N,N,M,N,N,N,,09/20/2019,03/20/2025
2025Q1,GA0510283,3,08/16/2019,ST,SSVF,N,N,N,Z,N,N,N,N,N,N,N,,09/20/2019,03/20/2025
2025Q1,GA0510283,4,07/30/2024,ST,SNSV,N,N,N,N,N,N,M,N,N,N,N,,11/14/2024,03/20/2025
2025Q1,GA0510285,1,04/22/2024,ST,SNSV,N,X,N,N,N,N,R,N,N,N,N,,08/12/2024,03/20/2025
2025Q1,GA0530002,1,10/19/2004,SA,SNSV,R,M,,N,X,N,M,S,M,M,,,11/15/2005,05/28/2008
2025Q1,GA0530002,10,09/23/2022,ST,SSVF,X,N,X,X,X,X,N,X,N,X,X,,11/17/2022,03/20/2025
2025Q1,GA0530002,3,07/26/2010,ST,SNSV,N,N,N,Z,Z,N,N,N,N,N,X,,11/17/2014,03/12/2020
2025Q1,GA0530002,4,07/27/2016,ST,SNSV,R,M,M,Z,Z,N,M,M,M,M,X,,11/23/2016,03/12/2020
2025Q1,GA0530002,6,01/11/2017,ST,SSVF,X,X,X,X,Z,X,N,X,X,X,X,,05/26/2017,03/12/2020
2025Q1,GA0530002,7,08/07/2019,ST,SNSV,R,M,N,Z,Z,N,M,M,N,N,X,,09/20/2019,09/28/2022
2025Q1,GA0530002,8,10/04/2019,ST,SSVF,N,M,Z,Z,Z,Z,M,Z,Z,N,Z,,12/11/2019,12/29/2022
2025Q1,GA0530002,9,07/26/2022,ST,SNSV,R,S,N,S,Z,N,M,N,M,N,X,,11/17/2022,03/20/2025
2025Q1,GA0530004,1,02/04/2004,SA,SNSV,M,M,,N,X,N,M,M,N,N,,,11/15/2005,08/29/2007
2025Q1,GA0530004,2,07/23/2012,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,Z,,11/16/2012,03/12/2020
2025Q1,GA0530004,3,01/15/2009,ST,SNSV,N,N,N,R,Z,N,N,N,R,N,X,,11/17/2014,03/12/2020
2025Q1,GA0530004,4,08/17/2017,ST,SNSV,N,R,N,N,Z,N,N,R,N,N,X,,11/15/2017,09/21/2020
2025Q1,GA0530004,5,08/16/2022,ST,SNSV,N,R,N,N,Z,N,N,N,N,N,X,,11/17/2022,03/20/2025
2025Q1,GA0530005,2,07/23/2012,ST,SSVF,N,N,N,N,Z,N,N,Z,N,N,Z,,11/16/2012,09/28/2022
2025Q1,GA0530005,3,01/15/2009,ST,SNSV,N,M,N,Z,Z,N,N,N,R,N,X,,11/17/2014,03/12/2020
2025Q1,GA0530005,4,07/23/2012,ST,SNSV,N,N,N,N,Z,N,M,N,N,N,X,,11/23/2016,09/28/2022
2025Q1,GA0530005,5,08/16/2017,ST,SNSV,N,R,N,Z,Z,N,N,N,R,N,X,,11/15/2017,03/20/2025
2025Q1,GA0530005,6,08/16/2022,ST,SNSV,N,M,N,Z,Z,N,N,N,N,N,X,,11/17/2022,03/20/2025
2025Q1,GA0530005,7,02/01/2023,ST,SSVF,X,N,X,X,Z,X,X,X,X,X,X,,05/17/2023,03/20/2025
2025Q1,GA0530007,2,07/23/2012,ST,SNSV,N,N,N,Z,Z,N,R,N,N,Z,Z,,11/16/2012,03/12/2020
2025Q1,GA0530007,3,01/15/2009,ST,SNSV,N,M,N,Z,Z,N,N,N,R,N,X,,11/17/2014,03/12/2020
2025Q1,GA0530007,4,08/16/2017,ST,SNSV,N,R,N,Z,Z,N,N,N,N,N,X,,11/15/2017,09/21/2020
2025Q1,GA0530007,5,08/16/2022,ST,SNSV,N,M,N,Z,Z,N,N,N,N,N,X,,11/17/2022,03/20/2025
2025Q1,GA0530007,6,02/01/2023,ST,SSVF,X,M,X,X,Z,X,X,X,X,X,X,,05/17/2023,03/20/2025
2025Q1,GA0530009,2,07/23/2012,ST,SNSV,N,N,N,N,Z,N,R,N,N,N,Z,,11/16/2012,03/12/2020
2025Q1,GA0530009,3,01/15/2009,ST,SNSV,N,M,N,Z,Z,N,N,N,N,N,X,,11/17/2014,03/12/2020
2025Q1,GA0530009,4,08/16/2017,ST,SNSV,N,R,N,N,Z,N,M,N,N,N,X,,11/15/2017,09/21/2020
2025Q1,GA0530009,5,08/16/2022,ST,SNSV,N,M,N,Z,Z,N,N,M,N,N,X,,11/17/2022,03/20/2025
2025Q1,GA0530009,6,02/01/2023,ST,SSVF,X,M,X,X,Z,X,X,N,X,X,X,,05/17/2023,03/20/2025
2025Q1,GA0530010,1,09/16/2013,ST,SNSV,N,R,Z,N,Z,Z,N,R,R,R,Z,,05/16/2014,09/27/2023
2025Q1,GA0530010,2,10/23/2018,ST,SNSV,N,N,N,Z,Z,N,R,N,N,N,X,,02/15/2019,03/20/2025
2025Q1,GA0530011,1,09/16/2013,ST,SNSV,N,R,N,Z,Z,N,R,N,R,N,X,,11/17/2014,09/27/2023
2025Q1,GA0530012,1,10/23/2018,ST,SNSV,N,N,N,Z,Z,N,R,N,R,R,X,,02/15/2019,03/20/2025
2025Q1,GA0530013,1,09/15/2016,ST,SNSV,R,N,N,Z,Z,N,M,N,N,N,X,,11/23/2016,03/12/2020
2025Q1,GA0530013,2,09/08/2021,ST,SNSV,N,R,N,Z,Z,N,N,N,M,N,X,,11/22/2021,12/18/2024
2025Q1,GA0550000,1,11/22/2006,ST,SNSV,X,X,,X,X,X,X,X,X,X,,,05/18/2007,05/18/2010
2025Q1,GA0550000,2,09/22/2015,ST,SNSV,N,N,N,N,X,N,N,N,N,N,X,,11/19/2015,03/12/2020
2025Q1,GA0550000,3,08/15/2018,ST,SNSV,N,R,N,N,Z,N,N,N,M,R,X,,09/28/2018,09/20/2021
2025Q1,GA0550000,4,08/18/2020,ST,LV2A,N,R,N,N,Z,N,N,N,N,N,X,Recommended a microscopic particulate analysis to ensure the well has not become under the influence of surface water.,11/16/2020,09/27/2023
2025Q1,GA0550000,6,08/28/2024,ST,SNSV,N,M,M,N,Z,N,N,M,N,M,X,,11/14/2024,03/20/2025
2025Q1,GA0550001,#1,10/25/2001,,SNSV,,,,,,,,,,,,,03/09/2004,
2025Q1,GA0550001,3,02/10/2009,ST,SNSV,N,M,,X,X,N,N,M,R,N,,,05/19/2009,03/21/2012
2025Q1,GA0550001,4,01/14/2015,ST,SNSV,Z,M,M,N,Z,N,Z,M,M,N,X,"The following discrepancies were noted during the inspection and must be addressed by March 30, 2015:  The system lacks a routine system-flushing plan.  The system lacks written Emergency Operation guidelines.  Lack of having a water conservation control plan as required by Condition 10.  There are unsealed spaces on top of casing around electrical wire connections to the submersible pump at all wells.  Well house pad must be free of cracks.  All these open spaces should be sealed to prevent possible contamination.  Casing of both wells must be free of rust. All treatment plants needed to be cleaned properly.  No records were available indicating that all active storage tanks have been cleaned or disinfected in the past 3 to 5 years.   Requested to submit a corrective action plan outlining the steps taken or planned along with a timetable for completion of the repairs, by March 30, 2015.",05/19/2015,03/12/2020
2025Q1,GA0550001,5,01/10/2018,ST,SNSV,N,M,N,N,Z,N,M,N,M,N,X,,05/04/2018,03/17/2021
2025Q1,GA0550001,6,03/03/2021,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,08/09/2021,09/19/2024
2025Q1,GA0550002,#1,10/22/2001,,SNSV,,,,,,,,,,,,,03/09/2004,
2025Q1,GA0550002,1,10/22/2001,ST,SNSV,X,X,,X,X,X,X,X,X,X,,75.5,11/15/2005,02/25/2008
2025Q1,GA0550002,2,07/25/2005,ST,SNSV,N,N,,N,X,N,N,N,N,N,,,11/15/2005,08/25/2008
2025Q1,GA0550002,3,02/13/2009,ST,SNSV,N,S,,X,X,N,N,M,M,N,,,05/19/2009,03/21/2012
2025Q1,GA0550002,4,01/06/2015,ST,SNSV,N,S,N,N,Z,N,N,N,M,N,X,,05/19/2015,03/12/2020
2025Q1,GA0550002,5,01/10/2018,ST,SNSV,N,R,M,N,Z,N,M,M,N,N,X,,05/04/2018,03/17/2021
2025Q1,GA0550002,6,03/23/2021,ST,SNSV,N,N,N,N,Z,N,N,M,R,N,X,Not Fluoridating currently- referendum needed,08/09/2021,09/19/2024
2025Q1,GA0550002,7,02/03/2022,ST,LV2A,N,S,N,N,Z,N,N,M,S,N,X,"Alpine well source samples positive for ecoli. System was left in disarray after city personnel changed. Upon new operator and administration taking over, many issues and concerns were noted and they contacted EPD on Jan 6th prior to the positive samples. Facility has contracted an engineering firm to create a 5 year corrective action plan to bring the system up to current minimum standards and determine possible source of contamination for the well. Since the positive sample, the well was disinfected 3 times and still tested positive. The well was then shut down and an emergency connection made with the City of Summerville.",05/25/2022,03/20/2025
2025Q1,GA0550003,#1,10/23/2001,,SNSV,,,,,,,,,,,,,03/09/2004,
2025Q1,GA0550003,1,10/23/2001,ST,SNSV,X,X,,X,X,X,X,X,X,X,,,11/15/2005,02/25/2008
2025Q1,GA0550003,10,08/13/2007,ST,TRTP,X,R,,X,X,X,X,R,N,N,,,11/16/2007,08/27/2010
2025Q1,GA0550003,11,12/12/2007,ST,SRCE,X,R,,X,X,X,X,R,R,R,,,02/25/2008,02/18/2011
2025Q1,GA0550003,12,07/24/2008,ST,TRTP,R,R,,X,X,X,X,R,X,X,,,12/03/2008,08/18/2011
2025Q1,GA0550003,13,06/04/2009,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,08/20/2009,06/18/2018
2025Q1,GA0550003,14,06/11/2009,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,08/20/2009,06/18/2018
